query_id,n,min,median,mean,mean_over_min,contamination_pct,frac_above_min,frac_below_mean,p95,max
point-in-polygon-lookup-duckdb-small,1282,1.327399279000005,1.5252166489999972,1.6804818922355693,1.2659957850071748,26.59957850071748,0.9960998439937597,0.6443057722308893,2.6067555412999965,6.173275238999992
